LST_ListingID,LST_LNG_LanguageID,LST_VLO_VendorLocationID,LST_VIT_VendorItemID,LST_SER_ServiceID,LST_ParentListingID,LST_ITT_ItemTypeID,LST_ListingName,LST_UrlTitle,LST_ListingDesc,LST_CustomMessage,LST_RefundPolicy,LST_CancellationPolicy,LST_ListingAccess,LST_StartDateTime,LST_EndDateTime,LST_ViewCount,LST_ClickCount,LST_Priority,LST_Order,LST_IsDefault,LST_ShuttleServiceAvailable,LST_CanSubscribe,LST_isExternalListing,LST_VersionNo,LST_Status,LST_CreatedUserID,LST_CreatedDateTime,LST_LastModifiedUserID,LST_LastModifiedDateTime,Legacy_ID,LST_ExternalId,LST_IsCustomRedemptionSteps,LST_IsSeoListing,LST_InventoryOwner,LST_IsExclusiveInventory,LST_DisplayName
6313559,1,388200,4533229,48,NULL,2350,"Mister Car Wash - Junior","Mister Car Wash - Junior","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Junior is located at 1000 28th St SE in Grand Rapids, Michigan, near the intersection of 28th St SE and Eastern Ave. SE. You’ll also find us close to Sharpe BMW and MINI of Grand Rapids.

At this location of Mister Car Wash - Junior, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-19 12:46:39",44613,"2020-11-19 12:46:39",NULL,NULL,No,No,WAY,NULL,NULL
6313560,1,388201,4533230,48,NULL,2350,"Mister Car Wash - 44th Street","Mister Car Wash - 44th Street","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - 44th Street is located at604 44th Street SE near the intersection of 44th St. SE and Potter Ave SE. You’ll find us close to Member First Mortgage and Arby’s.

At this location of Mister Car Wash - 44th Street , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-19 12:52:01",44613,"2020-11-19 12:52:01",NULL,NULL,No,No,WAY,NULL,NULL
6313663,1,388208,4533244,48,NULL,2350,"Mister Car Wash - Fuller","Mister Car Wash - Fuller","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Fuller is located 40 Fuller Ave. NE near the intersection of Fuller Ave NE and Michigan St NE. You’ll find us close to Verizon and Ace Hardware.

At this location of Mister Car Wash - Fuller , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 03:19:58",12522,"2020-12-03 15:39:03",NULL,NULL,No,No,WAY,NULL,NULL
6313664,1,388209,4533245,48,NULL,2350,"Mister Car Wash - Plainfield","Mister Car Wash - Plainfield","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Plainfield is located at 3752 Plainfield Ave. NE near the intersection of Plainfield Ave NE and 4 Mile Rd NE. You’ll find us close to Kool Chevrolet and Village Motorsports.

At this location of Mister Car Wash - Plainfield , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 03:32:45",12522,"2020-12-03 15:40:45",NULL,NULL,No,No,WAY,NULL,NULL
6313665,1,388210,4533246,48,NULL,2350,"Mister Car Wash - Wyoming","Mister Car Wash - Wyoming","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Wyoming is located at 1259 28th SW in Wyoming, Michigan, near the intersection of De Hoop Ave and 28th St. SW. You’ll also find us close to the McDonalds, Rent-A-Center, and Biggby Coffee.

At this location of Mister Car Wash - Wyoming , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 04:16:23",12522,"2020-12-03 16:10:44",NULL,NULL,No,No,WAY,NULL,NULL
6313666,1,388211,4533247,48,NULL,2350,"Mister Car Wash - Alpine","Mister Car Wash - Alpine","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Alpine is located at 3755 Alpine NW in Comstock Park, Michigan, near the intersection of Alpine Ave. NW and 4 Mile Rd. NW. You’ll also find us close to Pep Boys Auto Service.

At this location of Mister Car Wash - Alpine , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 04:21:22",12522,"2020-12-03 16:11:28",NULL,NULL,No,No,WAY,NULL,NULL
6313670,1,388213,4533251,48,NULL,2350,"Mister Car Wash - Leonard","Mister Car Wash - Leonard","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Leonard is located at 1325 Leonard NW in Grand Rapids, Michigan, near the intersection of Leonard St. NW and Frederick Ave. NW.

At this location of Mister Car Wash - Leonard , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 05:27:47",1828315,"2020-12-03 18:20:29",NULL,NULL,No,No,WAY,NULL,NULL
6313671,1,388214,4533252,48,NULL,2350,"Mister Car Wash - Walker","Mister Car Wash - Walker","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Walker is located at 4260 Lake Michigan Dr. NW in Grand Rapids, Michigan near the intersection of Lake Michigan Dr and Cummings Ave SW. You’ll also find us close to Taco Bell, DeHops Brewing Company and Cafe, and Penzoil.

At this location of Mister Car Wash - Walker , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:19:25",1828315,"2020-12-03 18:20:18",NULL,NULL,No,No,WAY,NULL,NULL
6313672,1,388215,4533253,48,NULL,2350,"Mister Car Wash - Jenison","Mister Car Wash - Jenison","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Jenison is located at 325 Baldwin Ave. Jenison, Michigan. You will find us near Baldwin Avenue and N Cottonwood Drive next to the Med Express and Auto Lab.

At this location of Mister Car Wash - Jenison , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:33:42",1828315,"2020-12-03 18:20:09",NULL,NULL,No,No,WAY,NULL,NULL
6313673,1,388216,4533254,48,NULL,2350,"Mister Car Wash - Dawsonville Hwy","Mister Car Wash - Dawsonville Hwy","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Dawsonville Hwy is located at 550 Dawsonville Hwy in Gainesville, Georgia. You’ll find us next to the Best Buy shopping center and across the street from the Exxon gas station.

At this location of Mister Car Wash - Dawsonville Hwy , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:39:47",1828315,"2020-12-03 18:20:01",NULL,NULL,No,No,WAY,NULL,NULL
6313674,1,388217,4533255,48,NULL,2350,"Mister Car Wash - Athens","Mister Car Wash - Athens","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Athens is located at 1035 Parkway Blvd in Athens, Georgia located next to the iHop, near Kohls.

At this location of Mister Car Wash - Athens , you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:44:54",1828315,"2020-12-03 18:19:51",NULL,NULL,No,No,WAY,NULL,NULL
6313675,1,388218,4533256,48,NULL,2350,"Mister Car Wash - Cudahy","Mister Car Wash - Cudahy","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Cudahy is located at 5506 S Packard Ave in Cudahy, Wisconsin, near the intersection of S Packard Ave and S Whitnell Ave. You’ll find us down the street from Cudahy Shopping Center, the U.S. Post Office, and CVS Store & Pharmacy. If you’re heading north on S Packard Ave, our entrance will be on your right-hand side just after Midas.

At this location of Mister Car Wash - Cudahy, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:53:53",1828315,"2020-12-03 18:19:42",NULL,NULL,No,No,WAY,NULL,NULL
6313676,1,388219,4533257,48,NULL,2350,"Mister Car Wash - Howell","Mister Car Wash - Howell","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Howell is located at 160 West Layton Avenue. You will find us near the intersection of E Layton and S Howell Ave.

At this location of Mister Car Wash - Howell, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 06:59:28",1828315,"2020-12-03 18:19:34",NULL,NULL,No,No,WAY,NULL,NULL
6313677,1,388220,4533258,48,NULL,2350,"Mister Car Wash - Oklahoma Avenue","Mister Car Wash - Oklahoma Avenue","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Oklahoma Avenue is located at 2006 W Oklahoma Avenue, near the intersection of Oklahoma Avenue and 20th Street. You’ll find us across the street from Wheaton Franciscan Healthcare and Prime Financial.

At this location of Mister Car Wash - Oklahoma Avenue, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 07:04:34",1828315,"2020-12-03 18:19:26",NULL,NULL,No,No,WAY,NULL,NULL
6313678,1,388221,4533259,48,NULL,2350,"Mister Car Wash - Miller Park","Mister Car Wash - Miller Park","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Miller Park is located at 2260 Miller Park Way in Milwaukee, near the intersection of Miller Park Way and W Lincoln Ave. You’ll find us close to The U.S. Post Office, Mernards, and Dunkin’ Donuts. If you’re heading north on Miller Park Way, the Car Wash entrance will be on your right-hand side just before ACM Alarm and Detection.

At this location of Mister Car Wash - Miller Park, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 07:10:31",1828315,"2020-12-03 18:19:18",NULL,NULL,No,No,WAY,NULL,NULL
6313679,1,388222,4533260,48,NULL,2350,"Mister Car Wash - Rawson","Mister Car Wash - Rawson","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Rawson Park is located at 7701 W Rawson Ave in Franklin, Wisconsin, near the intersection of W Rawson Ave and S 76th St. You’ll find us by The UPS Store, Franklin Mall, and Chase Bank. If you’re heading west on Rawson Ave, the entrance will be on your right-hand side just after 7-Eleven. 

At this location of Mister Car Wash - Rawson, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 07:15:43",1828315,"2020-12-03 18:19:09",NULL,NULL,No,No,WAY,NULL,NULL
6313680,1,388223,4533261,48,NULL,2350,"Mister Car Wash - Good Hope","Mister Car Wash - Good Hope","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Good Hope is located at 7338 West Good Hope Road. You will find us near the intersection of Good Hope Road and N 76th Street next to Hong Kong Express.

At this location of Mister Car Wash - Good Hope, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 08:07:28",1828315,"2020-12-03 18:18:56",NULL,NULL,No,No,WAY,NULL,NULL
6313681,1,388224,4533262,48,NULL,2350,"Mister Car Wash - Greenfield","Mister Car Wash - Greenfield","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Greenfield is located at 10685 W. Layton Ave,  just down the street from the Andy’s gas station. You’ll be able to see our location at the intersection of W Layton Ave and S 108th St.

At this location of Mister Car Wash - Greenfield, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 08:17:03",1828315,"2020-12-03 18:18:46",NULL,NULL,No,No,WAY,NULL,NULL
6313682,1,388225,4533263,48,NULL,2350,"Mister Car Wash - Menomonee Falls","Mister Car Wash - Menomonee Falls","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Menomonee Falls is located at N95 W18255 Appleton Ave in Menomonee Falls, Wisconsin, near the intersection of Appleton Ave and County Line Rd. You can find us close to Marcus Menomonee Falls Cinema, The Home Depot, and Target.

At this location of Mister Car Wash - Menomonee, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 08:41:50",1828315,"2020-12-03 18:18:38",NULL,NULL,No,No,WAY,NULL,NULL
6313683,1,388226,4533264,48,NULL,2350,"Mister Car Wash - Brookfield","Mister Car Wash - Brookfield","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Brookfield is located at 19050 W Bluemound Road near the intersection of Bluemound Road and Brookfield Road. You’ll find us close to the Acura dealership, Point Real Estate, and MLG Capital.

At this location of Mister Car Wash - Brookfield, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 08:47:19",1828315,"2020-12-03 18:18:30",NULL,NULL,No,No,WAY,NULL,NULL
6313684,1,388227,4533265,48,NULL,2350,"Mister Car Wash - Buford","Mister Car Wash - Buford","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Buford is located at 2825 Buford Dr, just down the street from The Shoppes at Mall Of Georgia. You’ll be able to see our location at the intersection of Buford Drive and Laurel Crossing Pkwy.

At this location of Mister Car Wash - Buford, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 09:21:17",1828315,"2020-12-03 18:18:17",NULL,NULL,No,No,WAY,NULL,NULL
6313685,1,388228,4533266,48,NULL,2350,"Mister Car Wash - Cumming","Mister Car Wash - Cumming","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Cumming is located at  1780 Buford Highway near the intersection of Buford Highway and One White Oak Lane. You’ll also find us close to Cumming Beverage Mart and ALDI.

At this location of Mister Car Wash - Cumming, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 09:48:56",1828315,"2020-12-03 18:18:08",NULL,NULL,No,No,WAY,NULL,NULL
6313686,1,388229,4533267,48,NULL,2350,"Mister Car Wash - Monroe","Mister Car Wash - Monroe","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Monroe is located at 170 Martin Luther King Jr. Blvd in Monroe, Georgia located near the Tractor Supply Co. and across the street from Longhorn Steakhouse.

At this location of Mister Car Wash - Monroe, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 09:59:33",1828315,"2020-12-03 18:17:58",NULL,NULL,No,No,WAY,NULL,NULL
6313687,1,388230,4533268,48,NULL,2350,"Mister Car Wash - Stone Mountain","Mister Car Wash - Stone Mountain","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Stone Mountain is located at 4850 Stone Mountain Highway in Lilburn. We are near Stone Mountain Square and a number of shopping centers including Eastmont Shopping Center, Mountain East Shopping Center and Stone Mountain Festival Shopping Center.

At this location of Mister Car Wash - Stone Mountain, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 10:13:08",1828315,"2020-12-03 18:17:49",NULL,NULL,No,No,WAY,NULL,NULL
6313688,1,388231,4533269,48,NULL,2350,"Mister Car Wash - Covington","Mister Car Wash - Covington","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Covington is located at 3621 Hwy 278 NE in Covington, GA, near the intersection of Hwy 278 NE and Elm St NE. You’ll also find us close to Big Lots, Kroger and Ross Dress for Less in Covington Corners Shopping Center. If you’re driving east on Hwy 278, entrance will be on your right-hand side, just after Walgreens.

At this location of Mister Car Wash - Covington, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 10:17:49",1828315,"2020-12-03 18:17:41",NULL,NULL,No,No,WAY,NULL,NULL
6313689,1,388232,4533270,48,NULL,2350,"Mister Car Wash - Peachtree","Mister Car Wash - Peachtree","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Peachtree is located at 930 Peachtree Pkwy next to Paul Martin Interiors.

At this location of Mister Car Wash - Peachtree, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 10:21:13",1828315,"2020-12-03 18:17:33",NULL,NULL,No,No,WAY,NULL,NULL
6313690,1,388233,4533271,48,NULL,2350,"Mister Car Wash - Conyers","Mister Car Wash - Conyers","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Conyers is located at  2281 Hwy 20 SE in Conyers, Georgia, near the intersection of McDonough Hwy and Miller Chapel Rd SE. You’ll also find us close to Target, Starbucks, and Ross Dress for Less. If you're driving south on McDonough Hwy, our entrance will be on your right-hand side just after Jim N Nick’s Bar-B-Q.

At this location of Mister Car Wash - Conyers, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 10:26:00",1828315,"2020-12-03 18:17:18",NULL,NULL,No,No,WAY,NULL,NULL
6313691,1,388234,4533272,48,NULL,2350,"Mister Car Wash - State Bridge","Mister Car Wash - State Bridge","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - State Bridge is  located at 11110 State Bridge Rd, near the intersection of State Bridge Rd and Kimball Bridge Rd. You’ll find us close to Boca Bargoons Alpharetta and It’s A Dog’s Life Doggy Daycare & Resort.

At this location of Mister Car Wash - State Bridge, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 10:31:11",1828315,"2020-12-03 18:17:08",NULL,NULL,No,No,WAY,NULL,NULL
6313692,1,388235,4533273,48,NULL,2350,"Mister Car Wash - Riverstone","Mister Car Wash - Riverstone","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Riverstone is located at 651 Riverstone Pkwy, near the intersection of Riverstone Pkwy and Reinhardt College Pkwy. You’ll find us close to Ameris Bank and Freedom Powersports.

At this location of Mister Car Wash - Riverstone, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 10:54:14",1828315,"2020-12-03 18:17:00",NULL,NULL,No,No,WAY,NULL,NULL
6313693,1,388236,4533274,48,NULL,2350,"Mister Car Wash - Gallatin","Mister Car Wash - Gallatin","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Gallatin is located at 941 Memory Lane in Gallatin, Tennessee. You’ll be able to find us near NCG Gallatin, Lowe’s Home Improvement and Volunteer State Community College. From Nashville Pike, turn onto Memory Lane and our entrance will be on your left-hand side.

At this location of Mister Car Wash - Gallatin, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 10:56:00",1828315,"2020-12-03 18:16:51",NULL,NULL,No,No,WAY,NULL,NULL
6313694,1,388237,4533275,48,NULL,2350,"Mister Car Wash - Oshkosh","Mister Car Wash - Oshkosh","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Oshkosh is located at 1490 Capital Dr, near the intersection of WI Trunk 44 and W 20th Ave. You’ll find us close to Target, Petco Animal Supplies, and Advance Auto Parts. If you’re driving east on Capital Dr, the entrance will be on your left-hand side after passing Ichiban Sushi House.

At this location of Mister Car Wash - Oshkosh, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 11:01:02",1828315,"2020-12-03 18:16:43",NULL,NULL,No,No,WAY,NULL,NULL
6313695,1,388238,4533276,48,NULL,2350,"Mister Car Wash - Piedmont","Mister Car Wash - Piedmont","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Piedmont is located at 2980 Piedmont Road in Atlanta, Georgia, close to Frankia Allen Park and Sports Authority Sporting Goods. If you’re heading East on Pharr Road, take a right onto Piedmont Road and our entrance will be in front of the post office on your right-hand side, just before the Residence Inn Atlanta Buckhead.

At this location of Mister Car Wash - Piedmont, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 11:05:26",1828315,"2020-12-03 18:16:32",NULL,NULL,No,No,WAY,NULL,NULL
6313696,1,388239,4533277,48,NULL,2350,"Mister Car Wash - Ponce","Mister Car Wash - Ponce","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Ponce is located at 575 Ponce De Leon Ave in Atlanta, on the corner of Ponce De Leon Ave and Glen Iris Dr. close to The Home Depot and Whole Foods. Our entrance will be on your right-hand side either going East on Ponce De Leon or South on Glen Iris Dr.

At this location of Mister Car Wash - Ponce, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 11:11:06",1828315,"2020-12-03 18:16:23",NULL,NULL,No,No,WAY,NULL,NULL
6313697,1,388240,4533278,48,NULL,2350,"Mister Car Wash - Hendersonville","Mister Car Wash - Hendersonville","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Hendersonville is located at 223 East Main Street. You’ll be able to find us directly in front of the Maple Row Shopping Center near Kroger, The UPS Store and Office Depot.

At this location of Mister Car Wash - Hendersonville, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 11:17:30",1828315,"2020-12-03 18:16:14",NULL,NULL,No,No,WAY,NULL,NULL
6313698,1,388241,4533279,48,NULL,2350,"Mister Car Wash - Mount Juliet","Mister Car Wash - Mount Juliet","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Mount Juliet is located at 457 North Mount Juliet Road, near Academy Sports + Outdoors, Walmart Supercenter and Lowe’s Home Improvement. If you’re heading North on Mount Juliet Road, turn right onto Parkwood Drive and you’ll see our entrance on your left-hand side.

At this location of Mister Car Wash - Mount Juliet, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 11:22:24",44613,"2020-12-02 03:47:14",NULL,NULL,No,No,WAY,NULL,NULL
6313699,1,388242,4533280,48,NULL,2350,"Mister Car Wash - Hwy 96","Mister Car Wash - Hwy 96","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Hwy 96 is located at 3320 Franklin Road in Murfreesboro, Tennessee. We are located near Sam’s Club, Kroger and The UPS Store. If you are heading West on Franklin Road, you’ll be able to see our entrance on your right-hand side.

At this location of Mister Car Wash - Hwy 96, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:01:57",1828315,"2020-12-03 18:16:02",NULL,NULL,No,No,WAY,NULL,NULL
6313700,1,388243,4533281,48,NULL,2350,"Mister Car Wash - Nashboro","Mister Car Wash - Nashboro","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Nashboro is located 2130 Murfreesboro Pike! We are situated in-between Una Elementary School and Kroger, right across the street from Nashboro Animal Hospital.

At this location of Mister Car Wash - Nashboro, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:06:36",1828315,"2020-12-03 18:15:50",NULL,NULL,No,No,WAY,NULL,NULL
