LST_ListingID,LST_LNG_LanguageID,LST_VLO_VendorLocationID,LST_VIT_VendorItemID,LST_SER_ServiceID,LST_ParentListingID,LST_ITT_ItemTypeID,LST_ListingName,LST_UrlTitle,LST_ListingDesc,LST_CustomMessage,LST_RefundPolicy,LST_CancellationPolicy,LST_ListingAccess,LST_StartDateTime,LST_EndDateTime,LST_ViewCount,LST_ClickCount,LST_Priority,LST_Order,LST_IsDefault,LST_ShuttleServiceAvailable,LST_CanSubscribe,LST_isExternalListing,LST_VersionNo,LST_Status,LST_CreatedUserID,LST_CreatedDateTime,LST_LastModifiedUserID,LST_LastModifiedDateTime,Legacy_ID,LST_ExternalId,LST_IsCustomRedemptionSteps,LST_IsSeoListing,LST_InventoryOwner,LST_IsExclusiveInventory,LST_DisplayName
6313701,1,388244,4533282,48,NULL,2350,"Mister Car Wash - East Nashville","Mister Car Wash - East Nashville","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - East Nashville is located  2831 Gallatin Pike, down the street from Auto Zone and O’Reilly Auto Parts.

At this location of Mister Car Wash - East Nashville, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:11:00",1828315,"2020-12-03 18:15:38",NULL,NULL,No,No,WAY,NULL,NULL
6313702,1,388245,4533283,48,NULL,2350,"Mister Car Wash - Hiram","Mister Car Wash - Hiram","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Hiram is located at 5651 Wendy Bagwell Pkwy in Hiram, GA, near the intersection of Highway 278 NE and Bill Carruth Pkwy. You’ll also find us near Carmike Cinemas Movies 278, Target, The Home Depot and Best Buy. If you’re heading north on Wendy Bagwell Pkwy,  entrance will be on your right-hand side just after Little Cesars Pizza.

At this location of Mister Car Wash - East Hiram, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:16:19",1828315,"2020-12-03 18:15:29",NULL,NULL,No,No,WAY,NULL,NULL
6313703,1,388246,4533284,48,NULL,2350,"Mister Car Wash - State Street","Mister Car Wash - State Street","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - State Street is located at at 3708 E. State Street. We are positioned in-between Fairview Blvd and Alpine Road near Fairview Shopping Center and Dominoes Pizza. If you’re heading East on State Street, entrance on your left-hand side just after Johnny Pamcakes.

At this location of Mister Car Wash - State St, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:23:53",1828315,"2020-12-03 18:15:19",NULL,NULL,No,No,WAY,NULL,NULL
6313704,1,388247,4533285,48,NULL,2350,"Mister Car Wash - Old National","Mister Car Wash - Old National","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Old National is located at 6165 Old National Highway, just beside Walmart Supercenter. Nearby landmarks include Tucker Memorial Park and Flat Shoals Road. the entrance will be on your left-hand side if you are heading Northbound on Old National Highway, in-between Stone Gate Bottleshop and College Park Tire & Auto.

At this location of Mister Car Wash - Old National, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-23 12:29:52",1828315,"2020-12-03 18:15:12",NULL,NULL,No,No,WAY,NULL,NULL
6313705,1,388248,4533286,48,NULL,2350,"Mister Car Wash - Acworth","Mister Car Wash - Acworth","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Acworth is located at 3530 N. Cobb Pkwy in Acworth, Georgia, near the intersection of Mars Hill Rd and Cobb Pkwy N. You’ll also find us close to Beverage Mart.

At this location of Mister Car Wash - Acworth, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 12:52:28",44613,"2020-12-02 03:49:27",NULL,NULL,No,No,WAY,NULL,NULL
6313706,1,388249,4533287,48,NULL,2350,"Mister Car Wash - Hermitage","Mister Car Wash - Hermitage","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Hermitage is located at 4841 Lebanon Pike, up the street from Walmart Supercenter, Oakwood Commons and Hills Shopping Center. If you’re heading East on Lebanon Pike, you’ll be able to see our entrance on your left-hand side, just after Oakwood Cleaners.

At this location of Mister Car Wash - Hermitage, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 13:28:55",1828315,"2020-12-03 18:15:02",NULL,NULL,No,No,WAY,NULL,NULL
6313707,1,388250,4533288,48,NULL,2350,"Mister Car Wash - Murfreesboro","Mister Car Wash - Murfreesboro","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Murfreesboro is located at 3337 Memorial Boulevard, next to Erma Siegel Elementary School and Publix Super Market. If you’re heading North on Memorial Boulevard, you’ll be able to see our entrance on your left-hand side, just after Subway.

At this location of Mister Car Wash - Murfreesboro, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 13:56:13",1828315,"2020-12-03 18:14:53",NULL,NULL,No,No,WAY,NULL,NULL
6313708,1,388251,4533289,48,NULL,2350,"Mister Car Wash - Marietta","Mister Car Wash - Marietta","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Marietta is located at 3330 Dallas Hwy, Marietta, Georgia, near the intersection of Dallas Hwy and Bob Cox Rd. You’ll also find us close to Compass Self Storage and U-Haul.

At this location of Mister Car Wash - Marietta, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-23 14:02:52",1828315,"2020-12-03 18:14:45",NULL,NULL,No,No,WAY,NULL,NULL
6313709,1,388252,4533290,48,NULL,2350,"Mister Car Wash - Northside","Mister Car Wash - Northside","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Northside is located at 2239 Gallatin Pike near Shoppes at Rivergate, Walmart Supercenter, Old Navy and Best Buy. If you’re heading east on Gallatin Pike N, our entrance will be on your right-hand side just before Rooms To Go.

At this location of Mister Car Wash - Northside, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 03:46:41",1828315,"2020-12-03 18:14:38",NULL,NULL,No,No,WAY,NULL,NULL
6313710,1,388253,4533291,48,NULL,2350,"Mister Car Wash - Aspen Drive","Mister Car Wash - Aspen Drive","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Aspen Drive is located at  44 Aspen Drive in Dallas, Georgia. You’ll find us nearby Dollar Tree off of Charles Hardy Parkway and Aspen Drive.

At this location of Mister Car Wash - Aspen Drive, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 03:57:38",1828315,"2020-12-03 18:14:24",NULL,NULL,No,No,WAY,NULL,NULL
6313711,1,388254,4533292,48,NULL,2350,"Mister Car Wash - Lovejoy","Mister Car Wash - Lovejoy","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Lovejoy is located at next to Lovejoy Station Shopping Center, Lovejoy Regional Park and Walmart. If you’re heading Northbound on Tara Boulevard, the entrance to our Lovejoy location will be on your left, before McDonough Road, in-between McDonald’s and Taco Bell.

At this location of Mister Car Wash - Lovejoy, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,44613,"2020-11-24 04:06:21",1828315,"2020-12-03 18:14:13",NULL,NULL,No,No,WAY,NULL,NULL
6313712,1,388255,4533293,48,NULL,2350,"Mister Car Wash - Smyrna","Mister Car Wash - Smyrna","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Smyrna is located at 1200 Needham Drive, close to the Sam Ridley Pkwy W. and Old Nashville Hwy intersection. Nearby establishments include Lowe’s Home Improvement, The Home Depot and Academy Sports + Outdoors. Once you’ve turn onto Needham Drive from Sam Ridley Parkway, you’ll notice our entrance on your left-hand side.

At this location of Mister Car Wash - Smyrna, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 04:13:35",1828315,"2020-12-03 18:14:05",NULL,NULL,No,No,WAY,NULL,NULL
6313713,1,388256,4533294,48,NULL,2350,"Mister Car Wash - LaVergne","Mister Car Wash - LaVergne","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - LaVergne is located at  4201 Hurricane Creek Blvd. in Antioch TN.

At this location of Mister Car Wash - LaVergne, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 04:25:36",1828315,"2020-12-03 18:13:51",NULL,NULL,No,No,WAY,NULL,NULL
6313714,1,388257,4533295,48,NULL,2350,"Mister Car Wash - Nolensville Pike","Mister Car Wash - Nolensville Pike","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Nolensville Pike is located at 4024 Nolensville Pike, near TriStar Southern Hills Medical Center, the US Post Office and Walmart Supercenter.

At this location of Mister Car Wash - Nolensville Pike, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 04:29:43",1828315,"2020-12-03 18:13:44",NULL,NULL,No,No,WAY,NULL,NULL
6313715,1,388258,4533296,48,NULL,2350,"Mister Car Wash - Douglasville","Mister Car Wash - Douglasville","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Douglasville is located at 6984 Douglas Blvd, near the intersection of Douglas Blvd and Bill Arp Rd. Close to Lowe’s Home Improvement, Best Buy and The Home Depot. If you’re driving east on Douglas Blvd, entrance will be on your right-hand side just before Bank of America Financial Center.

At this location of Mister Car Wash - Douglasville, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 04:48:12",1828315,"2020-12-03 18:13:33",NULL,NULL,No,No,WAY,NULL,NULL
6313716,1,388259,4533297,48,NULL,2350,"Mister Car Wash - Griffin","Mister Car Wash - Griffin","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Griffin is located at 557 North Expressway, right next to Griffin Fire Department and down the street from Home Depot. If you heading North on the Expressway, entrance will be on your right-hand side, just before the Auto Zone on Lyndon Ave and across the street from Sally Beauty Supply.

At this location of Mister Car Wash - Griffin, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 04:59:33",1828315,"2020-12-03 18:13:24",NULL,NULL,No,No,WAY,NULL,NULL
6313734,1,388260,4533298,48,NULL,2350,"Mister Car Wash - Needmore","Mister Car Wash - Needmore","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Needmore is located at 2640 Wilma Rudolph Blvd. near the intersection of Wilma Rudolph Blvd. and Needmore Rd. ,find us close to Mission BBQ and Wyatt Johnson Used Cars.

At this location of Mister Car Wash - Needmore, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 05:16:47",1828315,"2020-12-03 18:13:15",NULL,NULL,No,No,WAY,NULL,NULL
6313735,1,388261,4533299,48,NULL,2350,"Mister Car Wash -Dunbar Cave","Mister Car Wash -Dunbar Cave","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Dunbar Cave is located at 1820 Wilma Rudolph Blvd, near the intersection of Wilma Rudolph Blvd and Dunbar Cave Rd. You’ll find us close to Mattress Express and Baldwins Appliance and Mattress.

At this location of Mister Car Wash -Dunbar Cave, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 05:20:54",1828315,"2020-12-03 18:13:08",NULL,NULL,No,No,WAY,NULL,NULL
6313736,1,388262,4533300,48,NULL,2350,"Mister Car Wash - Park St","Mister Car Wash - Park St","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Park St is located at  907 S Park St in Madison, Wisconsin, near the intersection of Park St and Erin St. You’ll find us close to St. Mary’s Hospital Medical Center, Subway and Ichiban Sichuan. If you’re driving N on Park St, our entrance will be on your right-hand side, across the street from Famous Dave’s Bar-B-Que.

At this location of Mister Car Wash - Park St, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 05:28:48",1828315,"2020-12-03 18:13:00",NULL,NULL,No,No,WAY,NULL,NULL
6313737,1,388263,4533301,48,NULL,2350,"Mister Car Wash - E. Madison","Mister Car Wash - E. Madison","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - E. Madison is located at 1039 E Washington Ave in Madison, Wisconsin, on the corner of where E Washington Ave and S Ingersoll St intersect. Find us close to Lapham Elementary School, Breese Stevens Field and Madison Enterprise Center. Driving east on Washington Ave, entrance will be on your right-hand side kitty corner from Jiffy Lube.

At this location of Mister Car Wash - E. Madison, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 05:30:45",1828315,"2020-12-03 18:12:45",NULL,NULL,No,No,WAY,NULL,NULL
6313738,1,388264,4533302,48,NULL,2350,"Mister Car Wash - W. Madison","Mister Car Wash - W. Madison","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - W. Madison is located at 2202 University Ave in Madison, Wisconsin, near the intersection of University Ave and Highland Ave. You’ll find us close to Madison VA Hospital, University of Wisconsin School of Medicine and Best Western Plus Inntowner Madison. If you’re heading east on University Ave, our entrance will be on your left-hand side right after BP

At this location of Mister Car Wash - W. Madison, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 05:49:42",1828315,"2020-12-03 18:12:25",NULL,NULL,No,No,WAY,NULL,NULL
6313739,1,388265,4533303,48,NULL,2350,"Mister Car Wash - Dover Crossing","Mister Car Wash - Dover Crossing","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Dover Crossing is located at 30 Dover Crossing Road near the intersection of Fort Campbell Blvd. and Dover Crossing Rd. You’ll find us close to Easy Pawn and Jack in the Box.

At this location of Mister Car Wash - Dover Crossing, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 06:06:46",1828315,"2020-12-03 18:12:16",NULL,NULL,No,No,WAY,NULL,NULL
6313740,1,388266,4533304,48,NULL,2350,"Mister Car Wash - Columbia","Mister Car Wash - Columbia","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Columbia is located at 403 South James Campbell Boulevard, near Lowe’s Home Improvement, Columbia Mall, Shady Brook Mall and Shady Brook Cinemas.

At this location of Mister Car Wash - Columbia, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 06:17:58",1828315,"2020-12-03 18:12:04",NULL,NULL,No,No,WAY,NULL,NULL
6313741,1,388267,4533305,48,NULL,2350,"Mister Car Wash - Bassett Ave","Mister Car Wash - Bassett Ave","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Bassett Ave is located at 721 14th St SE, near iStorage and Gateway Jet Pep.

At this location of Mister Car Wash - Bassett Ave, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 06:19:16",1828315,"2020-12-03 18:11:55",NULL,NULL,No,No,WAY,NULL,NULL
6313742,1,388268,4533306,48,NULL,2350,"Mister Car Wash - Madison","Mister Car Wash - Madison","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Madison is located at 403 South James Campbell Boulevard, near Lowe’s Home Improvement, Columbia Mall, Shady Brook Mall and Shady Brook Cinemas.

At this location of Mister Car Wash - Madison, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 06:39:19",1828315,"2020-12-03 18:11:48",NULL,NULL,No,No,WAY,NULL,NULL
6313743,1,388269,4533307,48,NULL,2350,"Mister Car Wash - Setter","Mister Car Wash - Setter","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Setter is located at 627 Beltline Rd SW, near the Walmart Supercenter.

At this location of Mister Car Wash - Setter, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 06:39:25",1828315,"2020-12-03 18:11:39",NULL,NULL,No,No,WAY,NULL,NULL
6313744,1,388270,4533308,48,NULL,2350,"Mister Car Wash - Oxford","Mister Car Wash - Oxford","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Oxford is located at 65 Plaza Lane, right off of Highway 21. Nearby businesses include the U.S. Post Office and Walmart. If you’re heading northwest on Plaza Lane, turn left just before Chick-fil-A and you’ll see the entrance to our location on your right hand side.

At this location of Mister Car Wash - Oxford, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 06:53:42",1828315,"2020-12-03 18:11:28",NULL,NULL,No,No,WAY,NULL,NULL
6313745,1,388271,4533309,48,NULL,2350,"Mister Car Wash - Limestone","Mister Car Wash - Limestone","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Limestone is located at 1321 US Hwy 72 E, near the Super 8 and the Hardee’s.

At this location of Mister Car Wash -Limestone, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 07:04:26",1828315,"2020-12-03 18:11:19",NULL,NULL,No,No,WAY,NULL,NULL
6313746,1,388272,4533310,48,NULL,2350,"Mister Car Wash - 9th Street","Mister Car Wash - 9th Street","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - 9th Street is located at 2240 Beltline Road, near Microtel.

At this location of Mister Car Wash - 9th Street, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 07:05:08",1828315,"2020-12-03 18:11:11",NULL,NULL,No,No,WAY,NULL,NULL
6313747,1,388273,4533311,48,NULL,2350,"Mister Car Wash - Hartselle","Mister Car Wash - Hartselle","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Hartselle is located at 1206 Hwy 31 S, near Elite Tech Services and Havoline Xpress Lube.

At this location of Mister Car Wash - Hartselle, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,12522,"2020-11-24 07:17:15",1828315,"2020-12-03 18:10:58",NULL,NULL,No,No,WAY,NULL,NULL
6313748,1,388274,4533312,48,NULL,2350,"Mister Car Wash - Grace","Mister Car Wash - Grace","Get a fast car wash when you go to Mister Car Wash. Mister Car Wash - Grace is located at 1321 US Hwy 72 E, near the Super 8 and the Hardee’s.

At this location of Mister Car Wash - Grace, you can get a simple and quick car wash, complete with T3 conditioner and more!  Sit back and relax while your car breezes through the wash station. Leave this car wash spot with a clean and spotless car within minutes.",,NULL,NULL,NULL,NULL,NULL,0,0,100,1,Yes,No,No,No,1,In-Active,664490,"2020-11-24 07:23:04",1828315,"2020-12-03 18:10:50",NULL,NULL,No,No,WAY,NULL,NULL
